make,model,variant,year,age,engine_cc,transmission,fuel_type,mileage_km,registered_city,bonnet,roof,trunk,front_left_door,front_right_door,rear_left_door,rear_right_door,front_left_fender,front_right_fender,rear_left_fender,rear_right_fender,pieces_paint_no_putty,pieces_with_putty,pieces_replaced,total_pieces_damaged,seals_intact,accidental,is_total_genuine,price_in_lacs,price_pkr
Suzuki,Bolan,VX Euro II,2022,2,800,Manual,Petrol,29482,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,putty,touchup_no_putty,genuine,genuine,genuine,1,1,0,2,1,0,0,13.85,1385000
Suzuki,Cultus,VXL,2022,2,1000,Manual,Petrol,27980,Islamabad,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,2,0,0,2,1,0,0,35.05,3505000
Suzuki,Swift (Old),DLX 1.3,2012,12,1300,Manual,Petrol,179010,Lahore,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,1,0,1,1,0,0,11.8,1180000
Honda,Civic,Rebirth 1.8 VTi Oriel,2012,12,1800,Automatic,Petrol,178071,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,19.65,1965000
Honda,BR-V,i-VTEC S,2018,6,1500,Automatic,Petrol,103450,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,putty,genuine,genuine,genuine,0,1,0,1,1,0,0,30.35,3035000
Honda,Civic,Rebirth 1.8 VTi Oriel,2013,11,1800,Automatic,Petrol,146312,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,21.25,2125000
Suzuki,Cultus,Auto Gear Shift,2024,0,1000,Automatic,Petrol,5419,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,44.6,4460000
Toyota,Corolla,GLi 1.3,2017,7,1300,Manual,Petrol,109664,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,genuine,3,0,0,3,1,0,0,24.0,2400000
Daihatsu,Cuore,CX Eco,2012,12,800,Manual,Petrol,211866,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,6.0,600000
Suzuki,Cultus,Auto Gear Shift,2019,5,1000,Automatic,Petrol,60194,Islamabad,genuine,touchup_no_putty,genuine,genuine,genuine,putty,putty,genuine,touchup_no_putty,genuine,genuine,2,2,0,4,1,0,0,28.65,2865000
Toyota,Corolla,Altis Grande 1.8,2024,0,1800,Automatic,Petrol,1348,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,2,0,0,2,1,0,0,71.9,7190000
Suzuki,Wagon R,VXL,2020,4,1000,Manual,Petrol,57152,Rawalpindi,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,genuine,3,0,0,3,1,0,0,25.35,2535000
Honda,City,Aspire 1.5 Prosmatec,2014,10,1500,Automatic,Petrol,115706,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,24.1,2410000
MG,HS,Exclusive 1.5 Turbo,2021,3,1500,Automatic,Petrol,53963,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,59.85,5985000
Daihatsu,Cuore,CX Eco,2009,15,800,Manual,Petrol,226517,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,5.75,575000
Toyota,Aqua,Hybrid S,2017,7,1500,Automatic,Hybrid,96874,Lahore,replaced,genuine,touchup_no_putty,putty,putty,putty,replaced,putty,putty,putty,touchup_no_putty,2,6,2,10,1,0,0,13.9,1390000
Honda,Vezel,Hybrid Z,2015,9,1500,Automatic,Hybrid,126770,Multan,genuine,genuine,putty,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,1,1,0,2,1,0,0,27.45,2745000
Suzuki,Cultus,Auto Gear Shift,2021,3,1000,Automatic,Petrol,46062,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,36.1,3610000
Daihatsu,Cuore,CX Eco,2007,17,800,Manual,Petrol,242813,Rawalpindi,putty,genuine,putty,touchup_no_putty,touchup_no_putty,genuine,touchup_no_putty,putty,genuine,putty,touchup_no_putty,4,4,0,8,1,0,0,3.8,380000
Toyota,Corolla,Altis 1.6,2020,4,1600,Automatic,Petrol,68935,Multan,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,48.95,4895000
Suzuki,Alto,VXR,2021,3,660,Manual,Petrol,26573,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,23.85,2385000
Hyundai,Sonata,2.5,2021,3,2500,Automatic,Petrol,33430,Lahore,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,3,0,0,3,1,0,0,86.1,8610000
Honda,Civic,Rebirth 1.8 VTi Oriel,2014,10,1800,Automatic,Petrol,115591,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,2,0,0,2,1,0,0,20.9,2090000
Toyota,Yaris,ATIV 1.3 CVT,2022,2,1300,Automatic,Petrol,33450,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,41.3,4130000
Changan,Karvaan,Plus,2020,4,1000,Manual,Petrol,50162,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,21.15,2115000
Honda,BR-V,i-VTEC S,2024,0,1500,Automatic,Petrol,615,Rawalpindi,putty,genuine,touchup_no_putty,putty,putty,touchup_no_putty,replaced,touchup_no_putty,replaced,putty,putty,3,5,2,10,1,0,0,26.2,2620000
Changan,Karvaan,Plus,2023,1,1000,Manual,Petrol,12915,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,1,0,0,1,1,0,0,25.75,2575000
Toyota,Hilux,Revo Rocco,2019,5,2800,Automatic,Diesel,55747,Peshawar,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,117.4,11740000
KIA,Sportage,FWD,2024,0,2000,Automatic,Petrol,7833,Islamabad,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,3,0,0,3,1,0,0,74.1,7410000
Toyota,Corolla,GLi 1.3,2011,13,1300,Manual,Petrol,142980,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,18.05,1805000
KIA,Sportage,FWD,2024,0,2000,Automatic,Petrol,5783,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,70.9,7090000
Honda,Vezel,Hybrid Z,2015,9,1500,Automatic,Hybrid,128651,Gujranwala,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,29.45,2945000
Hyundai,Elantra,GLS 2.0,2022,2,2000,Automatic,Petrol,15096,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,66.95,6695000
Suzuki,Cultus,VXL,2023,1,1000,Manual,Petrol,23503,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,37.25,3725000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2021,3,2800,Automatic,Diesel,40708,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,168.25,16825000
Honda,City,Aspire 1.5 Prosmatec,2015,9,1500,Automatic,Petrol,77204,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,2,0,0,2,1,0,0,26.6,2660000
Honda,City,1.5 Aspire CVT (New Shape),2021,3,1500,Automatic,Petrol,39725,Lahore,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,47.95,4795000
Honda,City,1.3 i-VTEC,2018,6,1300,Manual,Petrol,67196,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,25.05,2505000
KIA,Picanto,Automatic,2020,4,1000,Automatic,Petrol,63238,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,28.05,2805000
KIA,Stonic,EX+,2023,1,1400,Automatic,Petrol,10393,Islamabad,putty,genuine,putty,putty,touchup_no_putty,putty,touchup_no_putty,putty,putty,putty,genuine,2,7,0,9,1,0,0,33.95,3395000
Changan,Karvaan,Plus,2024,0,1000,Manual,Petrol,3765,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,28.25,2825000
Honda,Civic,RS Turbo 1.5,2021,3,1500,Automatic,Petrol,34567,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,60.75,6075000
Honda,City,1.5 Aspire CVT (New Shape),2024,0,1500,Automatic,Petrol,3169,Peshawar,replaced,replaced,putty,genuine,replaced,putty,putty,putty,touchup_no_putty,touchup_no_putty,replaced,2,4,4,10,0,1,0,18.4,1840000
Suzuki,Every,PA / Join,2016,8,660,Automatic,Petrol,105811,Rawalpindi,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,1,0,1,1,0,0,14.95,1495000
Suzuki,Mehran,VXR,2009,15,800,Manual,Petrol,174605,Peshawar,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,2,0,0,2,1,0,0,5.15,515000
Changan,Alsvin,1.5 Lumiere DCT,2022,2,1500,Automatic,Petrol,25768,Lahore,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,2,0,0,2,1,0,0,39.85,3985000
Nissan,Dayz,Highway Star,2014,10,660,Automatic,Petrol,145393,Multan,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,touchup_no_putty,3,0,0,3,1,0,0,15.25,1525000
Toyota,Vitz,F 1.0,2018,6,1000,Automatic,Petrol,90214,Islamabad,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,putty,genuine,touchup_no_putty,genuine,genuine,3,1,0,4,1,0,0,22.0,2200000
Suzuki,Cultus,Auto Gear Shift,2021,3,1000,Automatic,Petrol,43091,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,genuine,3,0,0,3,1,0,0,35.05,3505000
Toyota,Corolla,Altis 1.6,2016,8,1600,Automatic,Petrol,135705,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,41.2,4120000
KIA,Sportage,FWD,2022,2,2000,Automatic,Petrol,38162,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,66.15,6615000
Toyota,Aqua,Hybrid S,2013,11,1500,Automatic,Hybrid,147590,Faisalabad,putty,replaced,putty,touchup_no_putty,touchup_no_putty,putty,replaced,putty,putty,replaced,replaced,2,5,4,11,1,1,0,8.0,800000
Honda,Civic,Reborn 1.8 Prosmatec,2009,15,1800,Automatic,Petrol,223393,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,putty,putty,0,2,0,2,1,0,0,11.45,1145000
Toyota,Hilux,Revo Rocco,2019,5,2800,Automatic,Diesel,63882,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,128.05,12805000
Honda,Civic,Rebirth 1.8 VTi Oriel,2012,12,1800,Automatic,Petrol,123259,Lahore,touchup_no_putty,genuine,putty,touchup_no_putty,touchup_no_putty,putty,putty,touchup_no_putty,putty,touchup_no_putty,putty,5,5,0,10,1,0,0,12.9,1290000
Toyota,Corolla,GLi 1.3,2011,13,1300,Manual,Petrol,194250,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,18.15,1815000
Toyota,Corolla,Altis Grande 1.8,2021,3,1800,Automatic,Petrol,38692,Faisalabad,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,genuine,3,0,0,3,1,0,0,58.25,5825000
Honda,Civic,Reborn 1.8 Prosmatec,2008,16,1800,Automatic,Petrol,263476,Lahore,genuine,genuine,genuine,putty,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,1,1,0,2,1,0,0,9.9,990000
Suzuki,Swift (Old),DLX 1.3,2014,10,1300,Manual,Petrol,119499,Islamabad,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,3,0,0,3,1,0,0,14.25,1425000
Suzuki,Alto,VXL AGS,2024,0,660,Automatic,Petrol,7642,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,1,0,0,1,1,0,0,30.85,3085000
Toyota,Hilux,Revo Rocco,2021,3,2800,Automatic,Diesel,44170,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,1,0,0,1,1,0,0,147.55,14755000
Suzuki,Alto,VXR,2021,3,660,Manual,Petrol,34535,Gujranwala,putty,touchup_no_putty,replaced,touchup_no_putty,putty,putty,replaced,genuine,replaced,putty,touchup_no_putty,3,4,3,10,1,0,0,10.05,1005000
MG,HS,Exclusive 1.5 Turbo,2020,4,1500,Automatic,Petrol,64409,Rawalpindi,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,52.95,5295000
Honda,Civic,1.8 i-VTEC Oriel (X),2018,6,1800,Automatic,Petrol,72894,Lahore,putty,genuine,genuine,genuine,genuine,genuine,putty,genuine,putty,genuine,genuine,0,3,0,3,1,0,0,36.9,3690000
Honda,Civic,Oriel 1.5 Turbo (11th Gen),2022,2,1500,Automatic,Petrol,29389,Karachi,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,3,0,0,3,1,0,0,70.8,7080000
Honda,Civic,RS Turbo 1.5,2018,6,1500,Automatic,Petrol,71334,Gujranwala,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,3,0,0,3,1,0,0,45.8,4580000
Suzuki,Bolan,VX Euro II,2020,4,800,Manual,Petrol,38158,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,13.15,1315000
Nissan,Dayz,Highway Star,2020,4,660,Automatic,Petrol,27428,Lahore,genuine,genuine,genuine,putty,genuine,genuine,genuine,genuine,touchup_no_putty,putty,genuine,1,2,0,3,1,0,0,23.15,2315000
KIA,Sportage,FWD,2022,2,2000,Automatic,Petrol,23029,Gujranwala,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,63.45,6345000
Suzuki,Cultus,Auto Gear Shift,2021,3,1000,Automatic,Petrol,44191,Rawalpindi,genuine,genuine,genuine,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,0,1,0,1,1,0,0,33.65,3365000
Honda,BR-V,i-VTEC S,2019,5,1500,Automatic,Petrol,89490,Karachi,putty,putty,putty,replaced,replaced,putty,replaced,replaced,touchup_no_putty,putty,replaced,1,5,5,11,0,1,0,9.8,980000
Suzuki,Alto,VXL AGS,2021,3,660,Automatic,Petrol,44016,Faisalabad,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,2,0,0,2,1,0,0,25.55,2555000
Daihatsu,Cuore,CX Eco,2005,19,800,Manual,Petrol,217961,Karachi,genuine,genuine,genuine,putty,putty,genuine,genuine,putty,genuine,genuine,genuine,0,3,0,3,1,0,0,4.05,405000
KIA,Sportage,FWD,2020,4,2000,Automatic,Petrol,43441,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,59.85,5985000
KIA,Stonic,EX+,2023,1,1400,Automatic,Petrol,14166,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,49.05,4905000
MG,HS,Exclusive 1.5 Turbo,2022,2,1500,Automatic,Petrol,40345,Gujranwala,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,56.35,5635000
Changan,Karvaan,Plus,2022,2,1000,Manual,Petrol,23374,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,26.3,2630000
KIA,Sportage,FWD,2024,0,2000,Automatic,Petrol,6366,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,1,0,0,1,1,0,0,74.4,7440000
Honda,City,Aspire 1.5 Prosmatec,2017,7,1500,Automatic,Petrol,110059,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,29.0,2900000
Honda,Civic,Reborn 1.8 Prosmatec,2006,18,1800,Automatic,Petrol,200399,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,9.8,980000
Honda,Civic,Rebirth 1.8 VTi Oriel,2015,9,1800,Automatic,Petrol,154489,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,22.7,2270000
Honda,Civic,Reborn 1.8 Prosmatec,2006,18,1800,Automatic,Petrol,216724,Multan,touchup_no_putty,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,1,1,0,2,1,0,0,9.25,925000
Honda,BR-V,i-VTEC S,2020,4,1500,Automatic,Petrol,75268,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,36.65,3665000
Toyota,Corolla,GLi 1.3 Automatic,2017,7,1300,Automatic,Petrol,98178,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,2,0,0,2,1,0,0,27.05,2705000
Honda,Civic,Reborn 1.8 Prosmatec,2006,18,1800,Automatic,Petrol,222778,Lahore,putty,putty,putty,putty,putty,replaced,putty,replaced,replaced,touchup_no_putty,putty,1,7,3,11,1,1,0,8.0,800000
Suzuki,Alto,VXL AGS,2019,5,660,Automatic,Petrol,64208,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,23.95,2395000
Toyota,Corolla,GLi 1.3 Automatic,2014,10,1300,Automatic,Petrol,143599,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,23.4,2340000
Suzuki,Every,PA / Join,2023,1,660,Automatic,Petrol,25253,Karachi,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,23.1,2310000
Honda,City,1.5 Aspire CVT (New Shape),2022,2,1500,Automatic,Petrol,22831,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,2,0,0,2,1,0,0,51.0,5100000
Honda,BR-V,i-VTEC S,2018,6,1500,Automatic,Petrol,92013,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,31.75,3175000
KIA,Picanto,Automatic,2023,1,1000,Automatic,Petrol,4611,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,34.05,3405000
KIA,Sportage,FWD,2020,4,2000,Automatic,Petrol,64330,Rawalpindi,touchup_no_putty,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,1,1,0,2,1,0,0,52.95,5295000
Honda,Civic,Rebirth 1.8 VTi Oriel,2014,10,1800,Automatic,Petrol,117106,Lahore,putty,genuine,putty,replaced,replaced,touchup_no_putty,replaced,putty,putty,touchup_no_putty,putty,2,5,3,10,1,0,0,11.1,1110000
Daihatsu,Cuore,CX Eco,2005,19,800,Manual,Petrol,202010,Lahore,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,genuine,2,0,0,2,1,0,0,5.05,505000
Nissan,Dayz,Highway Star,2017,7,660,Automatic,Petrol,91411,Lahore,replaced,genuine,touchup_no_putty,putty,putty,putty,replaced,replaced,putty,putty,putty,1,6,3,10,1,0,0,10.85,1085000
Honda,Civic,Oriel 1.5 Turbo (11th Gen),2022,2,1500,Automatic,Petrol,20229,Gujranwala,putty,genuine,putty,touchup_no_putty,putty,replaced,putty,putty,putty,touchup_no_putty,touchup_no_putty,3,6,1,10,1,0,0,46.3,4630000
Honda,Civic,Rebirth 1.8 VTi Oriel,2016,8,1800,Automatic,Petrol,119652,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,22.7,2270000
Changan,Alsvin,1.5 Lumiere DCT,2022,2,1500,Automatic,Petrol,30970,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,3,0,0,3,1,0,0,38.3,3830000
Honda,Civic,1.8 i-VTEC Oriel (X),2018,6,1800,Automatic,Petrol,75939,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,genuine,3,0,0,3,1,0,0,41.7,4170000
Honda,Civic,Oriel 1.5 Turbo (11th Gen),2022,2,1500,Automatic,Petrol,36723,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,82.0,8200000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2024,0,2800,Automatic,Diesel,5089,Rawalpindi,genuine,genuine,putty,touchup_no_putty,putty,putty,touchup_no_putty,putty,putty,touchup_no_putty,replaced,3,5,1,9,1,0,0,130.2,13020000
Toyota,Corolla,Altis Grande 1.8,2024,0,1800,Automatic,Petrol,2401,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,78.7,7870000
Toyota,Vitz,F 1.0,2015,9,1000,Automatic,Petrol,83052,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,1,0,0,1,1,0,0,19.65,1965000
Toyota,Aqua,Hybrid S,2018,6,1500,Automatic,Hybrid,95748,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,24.5,2450000
Honda,Vezel,Hybrid Z,2016,8,1500,Automatic,Hybrid,97039,Islamabad,putty,genuine,putty,touchup_no_putty,replaced,touchup_no_putty,putty,putty,touchup_no_putty,replaced,genuine,3,4,2,9,1,0,0,19.9,1990000
Honda,City,1.5 Aspire CVT (New Shape),2023,1,1500,Automatic,Petrol,10605,Faisalabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,51.4,5140000
Honda,Civic,Reborn 1.8 Prosmatec,2009,15,1800,Automatic,Petrol,236928,Rawalpindi,genuine,genuine,genuine,genuine,putty,touchup_no_putty,putty,genuine,genuine,genuine,genuine,1,2,0,3,1,0,0,9.9,990000
Honda,Civic,Rebirth 1.8 VTi Oriel,2012,12,1800,Automatic,Petrol,126102,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,18.85,1885000
Suzuki,Alto,VXR,2022,2,660,Manual,Petrol,26063,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,2,0,0,2,1,0,0,24.4,2440000
Toyota,Yaris,ATIV X 1.5 CVT,2021,3,1500,Automatic,Petrol,42972,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,50.4,5040000
Honda,City,1.5 Aspire CVT (New Shape),2022,2,1500,Automatic,Petrol,36124,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,51.25,5125000
Honda,Civic,1.8 i-VTEC Oriel (X),2021,3,1800,Automatic,Petrol,36702,Lahore,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,2,0,0,2,1,0,0,45.6,4560000
Suzuki,Swift (Old),DLX 1.3,2011,13,1300,Manual,Petrol,158819,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,1,0,0,1,1,0,0,12.45,1245000
Honda,City,i-DSI 1.3,2006,18,1300,Manual,Petrol,232622,Rawalpindi,replaced,replaced,genuine,replaced,putty,replaced,replaced,putty,genuine,putty,putty,0,4,5,9,0,1,0,8.0,800000
Suzuki,Cultus,VXL,2018,6,1000,Manual,Petrol,72410,Islamabad,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,29.55,2955000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2024,0,2800,Automatic,Diesel,1266,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,204.6,20460000
Toyota,Vitz,F 1.0,2020,4,1000,Automatic,Petrol,71669,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,24.75,2475000
Changan,Alsvin,1.5 Lumiere DCT,2024,0,1500,Automatic,Petrol,5497,Rawalpindi,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,3,0,0,3,1,0,0,41.0,4100000
